Scheme Code;Scheme Name;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Equity Scheme - Multi Cap Fund )


Motilal Oswal Mutual Fund
139865;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Direct Plan - Quarterly Dividend Payout Option;INF247L01643;INF247L01668;11.8027;;;06-Jul-2020
139865;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Direct Plan - Quarterly Dividend Payout Option;INF247L01643;INF247L01668;11.8727;;;07-Jul-2020
139865;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Direct Plan - Quarterly Dividend Payout Option;INF247L01643;INF247L01668;11.8097;;;08-Jul-2020
139865;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Direct Plan - Quarterly Dividend Payout Option;INF247L01643;INF247L01668;11.8774;;;09-Jul-2020
139865;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Direct Plan - Quarterly Dividend Payout Option;INF247L01643;INF247L01668;11.8753;;;10-Jul-2020
139865;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Direct Plan - Quarterly Dividend Payout Option;INF247L01643;INF247L01668;11.9131;;;13-Jul-2020
139865;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Direct Plan - Quarterly Dividend Payout Option;INF247L01643;INF247L01668;11.7958;;;14-Jul-2020
139865;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Direct Plan - Quarterly Dividend Payout Option;INF247L01643;INF247L01668;11.7456;;;15-Jul-2020
139865;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Direct Plan - Quarterly Dividend Payout Option;INF247L01643;INF247L01668;11.8355;;;16-Jul-2020
139865;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Direct Plan - Quarterly Dividend Payout Option;INF247L01643;INF247L01668;11.9370;;;17-Jul-2020
139865;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Direct Plan - Quarterly Dividend Payout Option;INF247L01643;INF247L01668;12.0438;;;20-Jul-2020
139865;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Direct Plan - Quarterly Dividend Payout Option;INF247L01643;INF247L01668;12.1108;;;21-Jul-2020
139865;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Direct Plan - Quarterly Dividend Payout Option;INF247L01643;INF247L01668;12.0498;;;22-Jul-2020
139863;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option;INF247L01601;INF247L01627;12.0170;;;01-Jul-2020
139863;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option;INF247L01601;INF247L01627;12.1056;;;02-Jul-2020
139863;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option;INF247L01601;INF247L01627;12.1894;;;03-Jul-2020
139863;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option;INF247L01601;INF247L01627;12.3453;;;06-Jul-2020
139863;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option;INF247L01601;INF247L01627;12.4175;;;07-Jul-2020
139863;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option;INF247L01601;INF247L01627;12.3512;;;08-Jul-2020
139863;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option;INF247L01601;INF247L01627;12.4215;;;09-Jul-2020
139863;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option;INF247L01601;INF247L01627;12.4188;;;10-Jul-2020
139863;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option;INF247L01601;INF247L01627;12.4569;;;13-Jul-2020
139863;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option;INF247L01601;INF247L01627;12.3337;;;14-Jul-2020
139863;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option;INF247L01601;INF247L01627;12.2808;;;15-Jul-2020
139863;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option;INF247L01601;INF247L01627;12.3744;;;16-Jul-2020
139863;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option;INF247L01601;INF247L01627;12.4800;;;17-Jul-2020
139863;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option;INF247L01601;INF247L01627;12.5902;;;20-Jul-2020
139863;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option;INF247L01601;INF247L01627;12.6598;;;21-Jul-2020
139863;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option;INF247L01601;INF247L01627;12.5955;;;22-Jul-2020
139870;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Growth Option;INF247L01585;;12.7752;;;01-Jul-2020
139870;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Growth Option;INF247L01585;;12.8694;;;02-Jul-2020
139870;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Growth Option;INF247L01585;;12.9584;;;03-Jul-2020
139870;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Growth Option;INF247L01585;;13.1243;;;06-Jul-2020
139870;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Growth Option;INF247L01585;;13.2010;;;07-Jul-2020
139870;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Growth Option;INF247L01585;;13.1305;;;08-Jul-2020
139870;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Growth Option;INF247L01585;;13.2052;;;09-Jul-2020
139870;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Growth Option;INF247L01585;;13.2023;;;10-Jul-2020
139870;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Growth Option;INF247L01585;;13.2428;;;13-Jul-2020
139870;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Growth Option;INF247L01585;;13.1119;;;14-Jul-2020
139870;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Growth Option;INF247L01585;;13.0556;;;15-Jul-2020
139870;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Growth Option;INF247L01585;;13.1551;;;16-Jul-2020
139870;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Growth Option;INF247L01585;;13.2674;;;17-Jul-2020
139870;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Growth Option;INF247L01585;;13.3846;;;20-Jul-2020
139870;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Growth Option;INF247L01585;;13.4585;;;21-Jul-2020
139870;Motilal Oswal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Growth Option;INF247L01585;;13.3902;;;22-Jul-2020
139871;Motilal OSwal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Quarterly Dividend Payout Option;INF247L01593;INF247L01619;11.5389;;;01-Jul-2020
139871;Motilal OSwal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Quarterly Dividend Payout Option;INF247L01593;INF247L01619;11.6245;;;02-Jul-2020
139871;Motilal OSwal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Quarterly Dividend Payout Option;INF247L01593;INF247L01619;11.7056;;;03-Jul-2020
139871;Motilal OSwal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Quarterly Dividend Payout Option;INF247L01593;INF247L01619;11.8574;;;06-Jul-2020
139871;Motilal OSwal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Quarterly Dividend Payout Option;INF247L01593;INF247L01619;11.9277;;;07-Jul-2020
139871;Motilal OSwal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Quarterly Dividend Payout Option;INF247L01593;INF247L01619;11.8640;;;08-Jul-2020
139871;Motilal OSwal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Quarterly Dividend Payout Option;INF247L01593;INF247L01619;11.9315;;;09-Jul-2020
139871;Motilal OSwal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Quarterly Dividend Payout Option;INF247L01593;INF247L01619;11.9289;;;10-Jul-2020
139871;Motilal OSwal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Quarterly Dividend Payout Option;INF247L01593;INF247L01619;11.9655;;;13-Jul-2020
139871;Motilal OSwal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Quarterly Dividend Payout Option;INF247L01593;INF247L01619;11.8472;;;14-Jul-2020
139871;Motilal OSwal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Quarterly Dividend Payout Option;INF247L01593;INF247L01619;11.7964;;;15-Jul-2020
139871;Motilal OSwal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Quarterly Dividend Payout Option;INF247L01593;INF247L01619;11.8862;;;16-Jul-2020
139871;Motilal OSwal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Quarterly Dividend Payout Option;INF247L01593;INF247L01619;11.9877;;;17-Jul-2020
139871;Motilal OSwal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Quarterly Dividend Payout Option;INF247L01593;INF247L01619;12.0936;;;20-Jul-2020
139871;Motilal OSwal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Quarterly Dividend Payout Option;INF247L01593;INF247L01619;12.1604;;;21-Jul-2020
139871;Motilal OSwal Dynamic Fund (MOFDYNAMIC) - Regular Plan - Quarterly Dividend Payout Option;INF247L01593;INF247L01619;12.0987;;;22-Jul-2020

Open Ended Schemes ( Other Scheme - Index Funds )


Motilal Oswal Mutual Fund
147794;Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth;INF247L01AE7;;8.5858;;;01-Jul-2020
147794;Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth;INF247L01AE7;;8.6893;;;02-Jul-2020
147794;Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth;INF247L01AE7;;8.7348;;;03-Jul-2020
147794;Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth;INF247L01AE7;;8.8626;;;06-Jul-2020
147794;Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth;INF247L01AE7;;8.8921;;;07-Jul-2020
147794;Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth;INF247L01AE7;;8.8158;;;08-Jul-2020
147794;Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth;INF247L01AE7;;8.9106;;;09-Jul-2020
147794;Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth;INF247L01AE7;;8.8737;;;10-Jul-2020
147794;Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth;INF247L01AE7;;8.9024;;;13-Jul-2020
147794;Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth;INF247L01AE7;;8.7427;;;14-Jul-2020
147794;Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth;INF247L01AE7;;8.7516;;;15-Jul-2020
147794;Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth;INF247L01AE7;;8.8525;;;16-Jul-2020
147794;Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth;INF247L01AE7;;8.9844;;;17-Jul-2020
147794;Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth;INF247L01AE7;;9.0829;;;20-Jul-2020
147794;Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth;INF247L01AE7;;9.1950;;;21-Jul-2020
147794;Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth;INF247L01AE7;;9.1712;;;22-Jul-2020
147795;Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth;INF247L01AF4;;8.5677;;;01-Jul-2020
147795;Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth;INF247L01AF4;;8.6709;;;02-Jul-2020
147795;Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth;INF247L01AF4;;8.7162;;;03-Jul-2020
147795;Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth;INF247L01AF4;;8.8434;;;06-Jul-2020
147795;Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth;INF247L01AF4;;8.8728;;;07-Jul-2020
147795;Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth;INF247L01AF4;;8.7965;;;08-Jul-2020
147795;Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth;INF247L01AF4;;8.8911;;;09-Jul-2020
147795;Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth;INF247L01AF4;;8.8542;;;10-Jul-2020
147795;Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth;INF247L01AF4;;8.8825;;;13-Jul-2020
147795;Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth;INF247L01AF4;;8.7231;;;14-Jul-2020
147795;Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth;INF247L01AF4;;8.7318;;;15-Jul-2020
147795;Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth;INF247L01AF4;;8.8324;;;16-Jul-2020
147795;Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth;INF247L01AF4;;8.9639;;;17-Jul-2020
147795;Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth;INF247L01AF4;;9.0618;;;20-Jul-2020
147795;Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth;INF247L01AF4;;9.1736;;;21-Jul-2020
147795;Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth;INF247L01AF4;;9.1498;;;22-Jul-2020
147625;Motilal Oswal Nifty 500 Fund - Direct Plan;INF247L01957;;9.6441;;;01-Jul-2020
147625;Motilal Oswal Nifty 500 Fund - Direct Plan;INF247L01957;;9.7518;;;02-Jul-2020
147625;Motilal Oswal Nifty 500 Fund - Direct Plan;INF247L01957;;9.8058;;;03-Jul-2020
147625;Motilal Oswal Nifty 500 Fund - Direct Plan;INF247L01957;;9.9389;;;06-Jul-2020
147625;Motilal Oswal Nifty 500 Fund - Direct Plan;INF247L01957;;9.9775;;;07-Jul-2020
147625;Motilal Oswal Nifty 500 Fund - Direct Plan;INF247L01957;;9.9050;;;08-Jul-2020
147625;Motilal Oswal Nifty 500 Fund - Direct Plan;INF247L01957;;9.9846;;;09-Jul-2020
147625;Motilal Oswal Nifty 500 Fund - Direct Plan;INF247L01957;;9.9428;;;10-Jul-2020
147625;Motilal Oswal Nifty 500 Fund - Direct Plan;INF247L01957;;9.9655;;;13-Jul-2020
147625;Motilal Oswal Nifty 500 Fund - Direct Plan;INF247L01957;;9.8083;;;14-Jul-2020
147625;Motilal Oswal Nifty 500 Fund - Direct Plan;INF247L01957;;9.8048;;;15-Jul-2020
147625;Motilal Oswal Nifty 500 Fund - Direct Plan;INF247L01957;;9.8923;;;16-Jul-2020
147625;Motilal Oswal Nifty 500 Fund - Direct Plan;INF247L01957;;10.0364;;;17-Jul-2020
147625;Motilal Oswal Nifty 500 Fund - Direct Plan;INF247L01957;;10.1368;;;20-Jul-2020
147625;Motilal Oswal Nifty 500 Fund - Direct Plan;INF247L01957;;10.2323;;;21-Jul-2020
147625;Motilal Oswal Nifty 500 Fund - Direct Plan;INF247L01957;;10.2056;;;22-Jul-2020
147626;Motilal Oswal Nifty 500 Fund - Regular Plan;INF247L01940;;9.5929;;;01-Jul-2020
147626;Motilal Oswal Nifty 500 Fund - Regular Plan;INF247L01940;;9.6999;;;02-Jul-2020
147626;Motilal Oswal Nifty 500 Fund - Regular Plan;INF247L01940;;9.7534;;;03-Jul-2020
147626;Motilal Oswal Nifty 500 Fund - Regular Plan;INF247L01940;;9.8853;;;06-Jul-2020
147626;Motilal Oswal Nifty 500 Fund - Regular Plan;INF247L01940;;9.9235;;;07-Jul-2020
147626;Motilal Oswal Nifty 500 Fund - Regular Plan;INF247L01940;;9.8512;;;08-Jul-2020
147626;Motilal Oswal Nifty 500 Fund - Regular Plan;INF247L01940;;9.9303;;;09-Jul-2020
147626;Motilal Oswal Nifty 500 Fund - Regular Plan;INF247L01940;;9.8885;;;10-Jul-2020
147626;Motilal Oswal Nifty 500 Fund - Regular Plan;INF247L01940;;9.9105;;;13-Jul-2020
147626;Motilal Oswal Nifty 500 Fund - Regular Plan;INF247L01940;;9.7541;;;14-Jul-2020
147626;Motilal Oswal Nifty 500 Fund - Regular Plan;INF247L01940;;9.7504;;;15-Jul-2020
147626;Motilal Oswal Nifty 500 Fund - Regular Plan;INF247L01940;;9.8371;;;16-Jul-2020
147626;Motilal Oswal Nifty 500 Fund - Regular Plan;INF247L01940;;9.9803;;;17-Jul-2020
147626;Motilal Oswal Nifty 500 Fund - Regular Plan;INF247L01940;;10.0796;;;20-Jul-2020
147626;Motilal Oswal Nifty 500 Fund - Regular Plan;INF247L01940;;10.1744;;;21-Jul-2020
147626;Motilal Oswal Nifty 500 Fund - Regular Plan;INF247L01940;;10.1477;;;22-Jul-2020
147619;Motilal Oswal Nifty Bank Index - Regular Plan;INF247L01882;;7.9749;;;01-Jul-2020
147619;Motilal Oswal Nifty Bank Index - Regular Plan;INF247L01882;;7.9658;;;02-Jul-2020
147619;Motilal Oswal Nifty Bank Index - Regular Plan;INF247L01882;;7.9302;;;03-Jul-2020
147619;Motilal Oswal Nifty Bank Index - Regular Plan;INF247L01882;;8.0532;;;06-Jul-2020
147619;Motilal Oswal Nifty Bank Index - Regular Plan;INF247L01882;;8.2067;;;07-Jul-2020
147619;Motilal Oswal Nifty Bank Index - Regular Plan;INF247L01882;;8.1912;;;08-Jul-2020
147619;Motilal Oswal Nifty Bank Index - Regular Plan;INF247L01882;;8.3072;;;09-Jul-2020
147619;Motilal Oswal Nifty Bank Index - Regular Plan;INF247L01882;;8.1256;;;10-Jul-2020
147619;Motilal Oswal Nifty Bank Index - Regular Plan;INF247L01882;;8.0158;;;13-Jul-2020
147619;Motilal Oswal Nifty Bank Index - Regular Plan;INF247L01882;;7.7688;;;14-Jul-2020
147619;Motilal Oswal Nifty Bank Index - Regular Plan;INF247L01882;;7.7501;;;15-Jul-2020
147619;Motilal Oswal Nifty Bank Index - Regular Plan;INF247L01882;;7.8416;;;16-Jul-2020
147619;Motilal Oswal Nifty Bank Index - Regular Plan;INF247L01882;;7.9734;;;17-Jul-2020
147619;Motilal Oswal Nifty Bank Index - Regular Plan;INF247L01882;;8.0990;;;20-Jul-2020
147619;Motilal Oswal Nifty Bank Index - Regular Plan;INF247L01882;;8.2615;;;21-Jul-2020
147619;Motilal Oswal Nifty Bank Index - Regular Plan;INF247L01882;;8.3004;;;22-Jul-2020
147620;Motilal Oswal Nifty Bank Index Fund - Direct Plan;INF247L01890;;8.0169;;;01-Jul-2020
147620;Motilal Oswal Nifty Bank Index Fund - Direct Plan;INF247L01890;;8.0079;;;02-Jul-2020
147620;Motilal Oswal Nifty Bank Index Fund - Direct Plan;INF247L01890;;7.9723;;;03-Jul-2020
147620;Motilal Oswal Nifty Bank Index Fund - Direct Plan;INF247L01890;;8.0963;;;06-Jul-2020
147620;Motilal Oswal Nifty Bank Index Fund - Direct Plan;INF247L01890;;8.2508;;;07-Jul-2020
147620;Motilal Oswal Nifty Bank Index Fund - Direct Plan;INF247L01890;;8.2354;;;08-Jul-2020
147620;Motilal Oswal Nifty Bank Index Fund - Direct Plan;INF247L01890;;8.3521;;;09-Jul-2020
147620;Motilal Oswal Nifty Bank Index Fund - Direct Plan;INF247L01890;;8.1697;;;10-Jul-2020
147620;Motilal Oswal Nifty Bank Index Fund - Direct Plan;INF247L01890;;8.0598;;;13-Jul-2020
147620;Motilal Oswal Nifty Bank Index Fund - Direct Plan;INF247L01890;;7.8115;;;14-Jul-2020
147620;Motilal Oswal Nifty Bank Index Fund - Direct Plan;INF247L01890;;7.7929;;;15-Jul-2020
147620;Motilal Oswal Nifty Bank Index Fund - Direct Plan;INF247L01890;;7.8850;;;16-Jul-2020
147620;Motilal Oswal Nifty Bank Index Fund - Direct Plan;INF247L01890;;8.0177;;;17-Jul-2020
147620;Motilal Oswal Nifty Bank Index Fund - Direct Plan;INF247L01890;;8.1444;;;20-Jul-2020
147620;Motilal Oswal Nifty Bank Index Fund - Direct Plan;INF247L01890;;8.3080;;;21-Jul-2020
147620;Motilal Oswal Nifty Bank Index Fund - Direct Plan;INF247L01890;;8.3472;;;22-Jul-2020
147622;Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan;INF247L01916;;10.0579;;;01-Jul-2020
147622;Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan;INF247L01916;;10.1695;;;02-Jul-2020
147622;Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan;INF247L01916;;10.2368;;;03-Jul-2020
147622;Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan;INF247L01916;;10.3981;;;06-Jul-2020
147622;Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan;INF247L01916;;10.4504;;;07-Jul-2020
147622;Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan;INF247L01916;;10.3918;;;08-Jul-2020
147622;Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan;INF247L01916;;10.4098;;;09-Jul-2020
147622;Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan;INF247L01916;;10.3405;;;10-Jul-2020
147622;Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan;INF247L01916;;10.3198;;;13-Jul-2020
147622;Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan;INF247L01916;;10.2103;;;14-Jul-2020
147622;Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan;INF247L01916;;10.1753;;;15-Jul-2020
147622;Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan;INF247L01916;;10.2172;;;16-Jul-2020
147622;Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan;INF247L01916;;10.3372;;;17-Jul-2020
147622;Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan;INF247L01916;;10.4319;;;20-Jul-2020
147622;Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan;INF247L01916;;10.4470;;;21-Jul-2020
147622;Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan;INF247L01916;;10.4438;;;22-Jul-2020
147621;Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan;INF247L01908;;10.0047;;;01-Jul-2020
147621;Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan;INF247L01908;;10.1155;;;02-Jul-2020
147621;Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan;INF247L01908;;10.1822;;;03-Jul-2020
147621;Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan;INF247L01908;;10.3422;;;06-Jul-2020
147621;Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan;INF247L01908;;10.3940;;;07-Jul-2020
147621;Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan;INF247L01908;;10.3355;;;08-Jul-2020
147621;Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan;INF247L01908;;10.3533;;;09-Jul-2020
147621;Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan;INF247L01908;;10.2841;;;10-Jul-2020
147621;Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan;INF247L01908;;10.2630;;;13-Jul-2020
147621;Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan;INF247L01908;;10.1539;;;14-Jul-2020
147621;Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan;INF247L01908;;10.1189;;;15-Jul-2020
147621;Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan;INF247L01908;;10.1604;;;16-Jul-2020
147621;Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan;INF247L01908;;10.2795;;;17-Jul-2020
147621;Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan;INF247L01908;;10.3732;;;20-Jul-2020
147621;Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan;INF247L01908;;10.3880;;;21-Jul-2020
147621;Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan;INF247L01908;;10.3846;;;22-Jul-2020
147796;Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth;INF247L01AC1;;9.1151;;;01-Jul-2020
147796;Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth;INF247L01AC1;;9.1915;;;02-Jul-2020
147796;Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth;INF247L01AC1;;9.2606;;;03-Jul-2020
147796;Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth;INF247L01AC1;;9.3022;;;06-Jul-2020
147796;Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth;INF247L01AC1;;9.3463;;;07-Jul-2020
147796;Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth;INF247L01AC1;;9.3138;;;08-Jul-2020
147796;Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth;INF247L01AC1;;9.3043;;;09-Jul-2020
147796;Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth;INF247L01AC1;;9.2830;;;10-Jul-2020
147796;Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth;INF247L01AC1;;9.3061;;;13-Jul-2020
147796;Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth;INF247L01AC1;;9.2151;;;14-Jul-2020
147796;Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth;INF247L01AC1;;9.1714;;;15-Jul-2020
147796;Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth;INF247L01AC1;;9.1995;;;16-Jul-2020
147796;Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth;INF247L01AC1;;9.3491;;;17-Jul-2020
147796;Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth;INF247L01AC1;;9.4021;;;20-Jul-2020
147796;Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth;INF247L01AC1;;9.4175;;;21-Jul-2020
147796;Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth;INF247L01AC1;;9.3664;;;22-Jul-2020
147797;Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth;INF247L01AD9;;9.0843;;;01-Jul-2020
147797;Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth;INF247L01AD9;;9.1604;;;02-Jul-2020
147797;Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth;INF247L01AD9;;9.2291;;;03-Jul-2020
147797;Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth;INF247L01AD9;;9.2701;;;06-Jul-2020
147797;Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth;INF247L01AD9;;9.3138;;;07-Jul-2020
147797;Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth;INF247L01AD9;;9.2813;;;08-Jul-2020
147797;Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth;INF247L01AD9;;9.2716;;;09-Jul-2020
147797;Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth;INF247L01AD9;;9.2503;;;10-Jul-2020
147797;Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth;INF247L01AD9;;9.2728;;;13-Jul-2020
147797;Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth;INF247L01AD9;;9.1820;;;14-Jul-2020
147797;Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth;INF247L01AD9;;9.1382;;;15-Jul-2020
147797;Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth;INF247L01AD9;;9.1661;;;16-Jul-2020
